Crop,State,Season,Quantity (kg),Price per kg (₹),Total Value (₹)
Maize,Gujarat,Rabi,3795,19.84,75291.22
Soybean,Gujarat,Kharif,4528,30.3,137179.45
Cotton,Karnataka,Kharif,1399,29.48,41240.5
Cotton,Tamil Nadu,Kharif,2172,32.62,70859.91
Cotton,Tamil Nadu,Rabi,1167,30.49,35582.71
Rice,Maharashtra,Kharif,2516,34.4,86560.59
Maize,Karnataka,Kharif,2356,29.41,69292.16
Soybean,Karnataka,Kharif,3660,18.66,68283.06
Soybean,Maharashtra,Kharif,2280,29.15,66459.86
Wheat,Karnataka,Kharif,2119,20.95,44402.99
Wheat,Maharashtra,Rabi,3412,18.53,63225.8
Wheat,Punjab,Rabi,3453,34.58,119419.76
Soybean,Punjab,Rabi,3055,34.15,104325.57
Wheat,Gujarat,Kharif,2045,18.58,38005.51
Wheat,Tamil Nadu,Kharif,4454,17.95,79940.39
Cotton,Maharashtra,Rabi,3856,24.15,93121.82
Cotton,Gujarat,Rabi,1633,29.47,48131.13
Cotton,Tamil Nadu,Rabi,1316,26.55,34942.84
Maize,Tamil Nadu,Rabi,3245,25.34,82222.68
Maize,Punjab,Kharif,4736,32.69,154832.62
Maize,Tamil Nadu,Kharif,3969,24.11,95692.72
Soybean,Punjab,Kharif,4430,23.28,103133.23
Cotton,Maharashtra,Rabi,3122,16.65,51970.14
Soybean,Gujarat,Kharif,4534,22.37,101420.02
Maize,Maharashtra,Kharif,1144,27.97,32000.44
Cotton,Maharashtra,Kharif,3567,24.71,88137.4
Rice,Maharashtra,Kharif,4782,31.83,152204.34
Rice,Punjab,Rabi,2940,27.83,81826.14
Cotton,Gujarat,Rabi,3179,17.49,55602.11
Maize,Karnataka,Rabi,4179,25.08,104826.17
Wheat,Tamil Nadu,Rabi,2305,19.27,44421.35
Cotton,Tamil Nadu,Kharif,3642,34.72,126452.11
Wheat,Punjab,Kharif,3665,25.43,93187.67
Rice,Karnataka,Rabi,1685,34.48,58103.95
Soybean,Karnataka,Kharif,2731,30.43,83116.96
Wheat,Gujarat,Kharif,1840,30.8,56673.06
Rice,Punjab,Rabi,3702,18.62,68922.1
Maize,Punjab,Rabi,4037,21.99,88760.58
Maize,Karnataka,Rabi,1562,25.49,39815.65
Wheat,Gujarat,Kharif,2807,25.8,72431.09
Wheat,Punjab,Rabi,4701,25.38,119329.47
Maize,Gujarat,Rabi,1341,32.03,42950.17
Wheat,Maharashtra,Rabi,3352,30.11,100937.86
Cotton,Punjab,Kharif,1236,33.85,41841.11
Cotton,Tamil Nadu,Kharif,2185,34.99,76447.42
Soybean,Karnataka,Kharif,2346,33.86,79441.75
Wheat,Maharashtra,Kharif,1774,24.69,43796.49
Maize,Tamil Nadu,Rabi,4090,24.01,98213.17
Maize,Punjab,Rabi,1374,18.09,24858.05
Soybean,Punjab,Rabi,568,26.11,14832.61
Soybean,Karnataka,Kharif,4763,32.85,156465.31
Soybean,Tamil Nadu,Rabi,4150,19.01,78899.2
Cotton,Gujarat,Rabi,2982,22.86,68177.29
Rice,Karnataka,Rabi,1205,24.98,30106.76
Maize,Maharashtra,Kharif,4108,16.95,69641.53
Soybean,Gujarat,Kharif,1445,34.64,50053.72
Maize,Punjab,Rabi,1335,24.13,32208.3
Maize,Gujarat,Kharif,4737,17.39,82366.45
Cotton,Tamil Nadu,Rabi,2110,15.21,32085.77
Soybean,Gujarat,Rabi,3672,33.33,122377.29
Soybean,Karnataka,Rabi,1452,31.23,45348.81
Soybean,Punjab,Kharif,2421,16.89,40886.35
Cotton,Maharashtra,Kharif,2279,21.26,48449.37
Soybean,Tamil Nadu,Kharif,3339,22.85,76279.63
Soybean,Karnataka,Rabi,4291,29.45,126378.24
Rice,Tamil Nadu,Kharif,2804,18.2,51041.23
Soybean,Gujarat,Rabi,2502,18.99,47500.65
Cotton,Karnataka,Kharif,3350,34.24,114690.26
Cotton,Tamil Nadu,Rabi,3174,23.22,73705.71
Soybean,Tamil Nadu,Kharif,2536,33.44,84814.44
Maize,Maharashtra,Rabi,4572,24.79,113349.3
Rice,Tamil Nadu,Rabi,4313,18.8,81066.46
Rice,Gujarat,Rabi,3076,26.59,81783.49
Maize,Maharashtra,Rabi,1387,18.45,25596.18
Rice,Karnataka,Rabi,4780,25.95,124038.62
Maize,Maharashtra,Rabi,4090,15.68,64118.93
Maize,Maharashtra,Rabi,4821,15.06,72581.55
Cotton,Maharashtra,Kharif,4786,31.48,150676.29
Cotton,Tamil Nadu,Rabi,4053,33.71,136629.43
Wheat,Punjab,Rabi,3981,34.85,138742.0
Cotton,Maharashtra,Rabi,2292,24.57,56316.43
Wheat,Punjab,Kharif,513,23.68,12149.38
Cotton,Tamil Nadu,Kharif,4826,24.87,120030.26
Wheat,Tamil Nadu,Rabi,3116,32.52,101330.2
Wheat,Maharashtra,Kharif,2557,34.27,87631.43
Maize,Gujarat,Rabi,4521,32.33,146185.56
Wheat,Maharashtra,Kharif,4828,34.49,166518.19
Rice,Karnataka,Kharif,3910,31.34,122533.06
Soybean,Maharashtra,Kharif,3144,24.73,77759.12
Cotton,Tamil Nadu,Kharif,2825,31.86,90004.88
Maize,Maharashtra,Rabi,709,32.34,22929.06
Wheat,Punjab,Kharif,3928,29.67,116535.84
Maize,Punjab,Rabi,831,22.25,18492.85
Rice,Karnataka,Rabi,3770,20.72,78096.45
Wheat,Gujarat,Kharif,1291,17.77,22944.93
Rice,Punjab,Kharif,4417,30.43,134391.0
Soybean,Karnataka,Kharif,952,27.12,25821.18
Maize,Tamil Nadu,Kharif,3791,23.66,89678.79
Rice,Punjab,Rabi,2565,27.01,69286.79
Rice,Punjab,Rabi,3619,23.28,84265.64
Wheat,Gujarat,Kharif,4785,29.09,139214.82
Soybean,Punjab,Kharif,1951,32.48,63361.0
Rice,Maharashtra,Kharif,2356,27.02,63667.98
Wheat,Tamil Nadu,Rabi,4545,25.53,116055.9
Maize,Maharashtra,Kharif,3752,17.4,65303.48
Rice,Gujarat,Rabi,775,16.12,12493.97
Wheat,Gujarat,Rabi,2827,24.49,69235.08
Wheat,Maharashtra,Rabi,4389,23.6,103575.04
Cotton,Maharashtra,Rabi,854,22.31,19055.16
Soybean,Tamil Nadu,Kharif,4432,17.76,78694.6
Soybean,Gujarat,Kharif,3079,33.48,103069.83
Cotton,Maharashtra,Kharif,1910,21.33,40738.84
Soybean,Gujarat,Rabi,2829,23.42,66267.78
Cotton,Punjab,Rabi,1910,32.39,61874.31
Soybean,Punjab,Kharif,575,19.51,11220.94
Soybean,Karnataka,Rabi,4938,18.56,91627.83
Soybean,Gujarat,Kharif,623,17.43,10857.72
Soybean,Gujarat,Rabi,936,31.23,29229.68
Soybean,Maharashtra,Rabi,3157,16.93,53455.19
Rice,Karnataka,Kharif,3893,19.49,75867.69
Wheat,Karnataka,Kharif,3627,23.58,85509.27
Wheat,Punjab,Kharif,3722,19.85,73866.11
Maize,Maharashtra,Kharif,4554,16.74,76226.32
Soybean,Tamil Nadu,Rabi,4296,25.5,109531.33
Wheat,Maharashtra,Rabi,1923,15.09,29023.97
Rice,Punjab,Kharif,2593,18.23,47257.84
Wheat,Karnataka,Kharif,2454,34.82,85439.3
Rice,Tamil Nadu,Kharif,2834,21.25,60214.74
Maize,Tamil Nadu,Rabi,1518,22.81,34626.54
Maize,Tamil Nadu,Kharif,4695,21.43,100633.39
Maize,Karnataka,Kharif,1646,22.53,37083.98
Cotton,Maharashtra,Rabi,4970,24.57,122096.57
Cotton,Punjab,Rabi,3807,29.7,113059.78
Wheat,Tamil Nadu,Kharif,4659,29.52,137529.33
Wheat,Punjab,Kharif,4330,16.22,70233.28
Wheat,Maharashtra,Kharif,2588,22.9,59264.73
Maize,Gujarat,Rabi,2990,25.02,74819.34
Maize,Gujarat,Rabi,3893,18.78,73118.06
Cotton,Gujarat,Kharif,592,33.06,19569.65
Cotton,Maharashtra,Rabi,1413,24.87,35139.14
Soybean,Tamil Nadu,Rabi,726,34.85,25301.49
Soybean,Gujarat,Rabi,726,28.04,20354.21
Rice,Gujarat,Kharif,2093,15.95,33391.4
Rice,Gujarat,Kharif,3041,16.73,50874.93
Soybean,Maharashtra,Rabi,4841,33.27,161061.8
Rice,Tamil Nadu,Rabi,2799,22.31,62445.93
Wheat,Karnataka,Rabi,3184,20.14,64135.07
Cotton,Punjab,Rabi,3763,34.65,130371.48
Rice,Tamil Nadu,Kharif,4837,19.28,93234.55
Cotton,Tamil Nadu,Kharif,2139,25.99,55592.99
Wheat,Punjab,Rabi,1270,16.99,21580.06
Wheat,Tamil Nadu,Rabi,3012,27.12,81671.54
Maize,Maharashtra,Rabi,3894,33.5,130468.19
Maize,Tamil Nadu,Rabi,2180,18.57,40473.14
Wheat,Karnataka,Kharif,1763,20.06,35368.31
Rice,Tamil Nadu,Rabi,4379,20.07,87865.83
Soybean,Gujarat,Kharif,2592,23.84,61788.56
Wheat,Gujarat,Kharif,1220,29.35,35810.01
Maize,Tamil Nadu,Rabi,2108,27.82,58638.64
Cotton,Tamil Nadu,Rabi,2028,20.86,42301.91
Wheat,Maharashtra,Kharif,4809,27.62,132841.6
Maize,Maharashtra,Rabi,4744,27.32,129597.47
Cotton,Maharashtra,Kharif,1382,34.63,47853.18
Wheat,Gujarat,Rabi,1595,34.43,54922.1
Soybean,Tamil Nadu,Kharif,579,25.74,14902.36
Cotton,Maharashtra,Kharif,2724,33.87,92265.18
Soybean,Gujarat,Rabi,4227,17.15,72481.45
Wheat,Punjab,Rabi,3143,30.64,96315.48
Soybean,Punjab,Rabi,3368,27.19,91581.77
Wheat,Tamil Nadu,Kharif,3728,24.78,92380.1
Soybean,Tamil Nadu,Rabi,2396,15.92,38142.03
Rice,Tamil Nadu,Kharif,1056,27.55,29093.47
Maize,Maharashtra,Rabi,2583,24.65,63671.36
Cotton,Tamil Nadu,Kharif,1619,33.48,54211.67
Soybean,Tamil Nadu,Rabi,3219,19.07,61376.7
Cotton,Karnataka,Kharif,2028,26.6,53954.15
Soybean,Maharashtra,Kharif,1615,15.51,25047.43
Rice,Maharashtra,Kharif,772,27.44,21183.53
Rice,Maharashtra,Kharif,3353,17.06,57210.12
Soybean,Karnataka,Rabi,1061,32.91,34914.72
Maize,Gujarat,Rabi,3871,28.57,110577.14
Cotton,Karnataka,Rabi,938,30.8,28885.73
Rice,Gujarat,Kharif,4106,26.38,108299.79
Cotton,Karnataka,Rabi,3585,24.64,88324.34
Soybean,Tamil Nadu,Kharif,725,34.56,25055.48
Cotton,Tamil Nadu,Rabi,3280,20.56,67428.68
Wheat,Punjab,Rabi,1295,16.21,20986.59
Maize,Gujarat,Rabi,4700,25.56,120129.4
Wheat,Punjab,Rabi,3396,30.88,104853.99
Maize,Karnataka,Kharif,2468,19.69,48590.91
Wheat,Karnataka,Rabi,1217,17.57,21379.83
Rice,Gujarat,Kharif,690,18.61,12842.49
Cotton,Tamil Nadu,Rabi,4797,31.21,149724.53
Cotton,Gujarat,Kharif,3633,25.04,90973.29
Wheat,Tamil Nadu,Rabi,1747,23.74,41465.11
Soybean,Tamil Nadu,Kharif,2088,17.48,36506.55
Soybean,Tamil Nadu,Rabi,4048,25.49,103190.41
Cotton,Tamil Nadu,Rabi,3761,22.28,83792.52
Soybean,Punjab,Rabi,4527,22.15,100293.57
Cotton,Tamil Nadu,Rabi,2192,30.18,66157.38
Maize,Karnataka,Rabi,1168,24.12,28173.97
Soybean,Punjab,Kharif,1702,25.52,43433.2
Soybean,Punjab,Kharif,4537,22.52,102166.43
Wheat,Maharashtra,Kharif,707,16.68,11794.42
Wheat,Gujarat,Kharif,3157,31.52,99508.5
Rice,Maharashtra,Kharif,4427,15.84,70108.99
Cotton,Karnataka,Kharif,4606,18.7,86146.4
Maize,Tamil Nadu,Kharif,3117,21.27,66312.59
Wheat,Maharashtra,Kharif,2019,15.78,31853.67
Rice,Maharashtra,Rabi,1814,19.16,34756.08
Wheat,Maharashtra,Kharif,4307,33.76,145411.33
Soybean,Karnataka,Rabi,679,33.11,22480.69
Maize,Karnataka,Kharif,1895,34.73,65821.17
Maize,Gujarat,Kharif,3212,33.78,108497.54
Rice,Gujarat,Kharif,1687,19.16,32322.82
Wheat,Tamil Nadu,Kharif,3717,23.28,86517.19
Rice,Maharashtra,Kharif,3815,22.44,85597.88
Cotton,Karnataka,Rabi,1963,31.52,61876.34
Cotton,Gujarat,Rabi,1524,16.24,24751.09
Soybean,Tamil Nadu,Rabi,4993,32.08,160174.89
Rice,Karnataka,Kharif,4429,24.78,109748.37
Wheat,Karnataka,Kharif,3858,34.57,133378.85
Rice,Maharashtra,Rabi,2746,28.78,79023.85
Rice,Tamil Nadu,Rabi,4305,31.45,135395.29
Rice,Gujarat,Rabi,2945,30.93,91079.99
Rice,Gujarat,Kharif,3821,19.43,74228.14
Maize,Gujarat,Kharif,653,22.43,14648.48
Cotton,Karnataka,Kharif,2601,16.9,43960.84
Maize,Maharashtra,Rabi,1532,25.26,38704.79
Cotton,Karnataka,Kharif,2813,17.67,49694.65
Soybean,Gujarat,Rabi,788,24.59,19380.84
Soybean,Tamil Nadu,Kharif,1324,26.0,34424.32
Maize,Karnataka,Kharif,1382,32.19,44486.96
Cotton,Karnataka,Kharif,1364,22.02,30033.18
Wheat,Maharashtra,Rabi,3595,31.29,112474.87
Cotton,Gujarat,Kharif,1151,29.03,33417.8
Cotton,Maharashtra,Kharif,1723,33.5,57717.1
Cotton,Punjab,Rabi,1458,20.85,30405.79
Rice,Maharashtra,Kharif,3982,20.2,80428.26
Maize,Karnataka,Kharif,2552,30.07,76728.45
Wheat,Maharashtra,Rabi,1310,18.5,24240.87
Soybean,Tamil Nadu,Rabi,4584,28.79,131969.13
Cotton,Tamil Nadu,Rabi,4043,29.96,121112.38
Cotton,Karnataka,Kharif,2283,25.89,59099.05
Soybean,Punjab,Kharif,605,20.94,12669.15
Cotton,Punjab,Rabi,821,28.22,23170.22
Maize,Tamil Nadu,Kharif,4100,28.94,118639.94
Wheat,Tamil Nadu,Kharif,1453,25.23,36657.25
Cotton,Maharashtra,Kharif,2093,31.26,65423.26
Wheat,Karnataka,Rabi,2886,23.41,67550.56
Maize,Maharashtra,Rabi,4360,23.5,102459.97
Cotton,Punjab,Rabi,2766,27.27,75423.01
Cotton,Tamil Nadu,Kharif,519,32.4,16817.57
Soybean,Tamil Nadu,Kharif,4547,17.38,79012.3
Soybean,Karnataka,Rabi,581,24.56,14272.03
Cotton,Karnataka,Kharif,3670,33.45,122778.62
Wheat,Gujarat,Rabi,2090,23.13,48350.56
Wheat,Maharashtra,Rabi,4191,19.95,83626.64
Rice,Tamil Nadu,Rabi,3680,33.35,122720.67
Cotton,Tamil Nadu,Rabi,1805,15.61,28175.57
Cotton,Tamil Nadu,Rabi,1616,30.08,48617.12
Rice,Maharashtra,Rabi,2616,16.77,43863.09
Maize,Maharashtra,Kharif,3898,16.94,66038.37
Cotton,Karnataka,Rabi,1639,17.29,28338.45
Cotton,Gujarat,Kharif,595,26.24,15610.27
Soybean,Punjab,Rabi,1023,19.06,19502.51
Cotton,Tamil Nadu,Rabi,4822,21.94,105816.48
Maize,Gujarat,Kharif,1907,34.05,64938.54
Maize,Maharashtra,Rabi,3091,19.4,59963.75
Wheat,Gujarat,Rabi,3168,34.5,109304.95
Maize,Punjab,Rabi,3088,22.87,70627.44
Cotton,Karnataka,Kharif,4334,25.46,110326.99
Cotton,Punjab,Kharif,2537,29.86,75750.47
Wheat,Maharashtra,Rabi,911,32.6,29702.01
Rice,Gujarat,Rabi,2743,20.25,55537.22
Maize,Tamil Nadu,Rabi,1772,17.41,30849.37
Cotton,Punjab,Rabi,1298,15.12,19628.66
Maize,Gujarat,Kharif,1802,22.81,41098.83
Rice,Tamil Nadu,Kharif,4458,28.27,126048.03
Cotton,Karnataka,Rabi,1966,24.9,48959.26
Wheat,Maharashtra,Kharif,2079,15.44,32108.59
Wheat,Maharashtra,Kharif,845,34.86,29459.22
Wheat,Karnataka,Kharif,1941,22.39,43461.84
Rice,Punjab,Rabi,2949,31.46,92788.64
Wheat,Gujarat,Kharif,1294,26.97,34896.83
Rice,Punjab,Rabi,1652,19.31,31900.38
Wheat,Maharashtra,Rabi,1412,31.46,44427.07
Wheat,Karnataka,Rabi,4991,24.88,124179.14
Wheat,Maharashtra,Rabi,2356,16.76,39477.81
Maize,Tamil Nadu,Rabi,660,25.53,16851.33
Rice,Tamil Nadu,Kharif,2119,31.77,67325.54
Maize,Karnataka,Kharif,1488,21.91,32596.91
Cotton,Punjab,Rabi,1323,33.83,44752.4
Wheat,Maharashtra,Rabi,1933,28.62,55316.85
Cotton,Tamil Nadu,Kharif,4799,20.2,96962.08
Soybean,Karnataka,Kharif,3989,26.68,106413.49
Soybean,Karnataka,Kharif,3938,22.56,88846.73
Soybean,Karnataka,Kharif,3921,23.05,90359.65
Soybean,Maharashtra,Kharif,1607,22.11,35525.04
Rice,Gujarat,Kharif,1436,28.81,41370.02
Rice,Gujarat,Rabi,640,23.92,15307.16
Soybean,Maharashtra,Kharif,691,16.67,11516.0
Soybean,Tamil Nadu,Kharif,2368,16.64,39397.09
Rice,Punjab,Rabi,2710,20.18,54698.2
Soybean,Tamil Nadu,Kharif,2303,31.94,73554.89
Maize,Punjab,Rabi,1580,22.85,36097.84
Cotton,Karnataka,Kharif,2735,21.94,60011.53
Soybean,Gujarat,Rabi,793,22.0,17446.95
Maize,Punjab,Rabi,4649,33.85,157346.24
Wheat,Tamil Nadu,Kharif,1215,33.5,40699.17
Soybean,Gujarat,Kharif,4502,15.08,67870.2
Wheat,Punjab,Rabi,735,16.14,11865.11
Cotton,Gujarat,Kharif,2361,31.33,73965.99
Soybean,Gujarat,Rabi,2799,31.86,89164.8
Maize,Punjab,Kharif,3246,31.85,103376.0
Maize,Gujarat,Rabi,4119,29.29,120629.63
Wheat,Punjab,Rabi,1371,21.77,29851.93
Cotton,Punjab,Kharif,3099,17.08,52925.14
Soybean,Maharashtra,Kharif,1963,25.67,50386.88
Maize,Tamil Nadu,Kharif,2553,33.4,85262.01
Cotton,Maharashtra,Rabi,4361,30.55,133210.48
Wheat,Tamil Nadu,Kharif,1050,34.58,36309.13
Soybean,Gujarat,Kharif,1291,16.6,21428.62
Rice,Tamil Nadu,Kharif,832,28.88,24025.63
Maize,Tamil Nadu,Kharif,2981,24.59,73288.31
Soybean,Maharashtra,Kharif,3058,21.64,66185.62
Rice,Karnataka,Rabi,4456,15.93,70964.25
Soybean,Karnataka,Rabi,4998,15.37,76809.23
Wheat,Punjab,Kharif,1030,32.98,33968.93
Wheat,Tamil Nadu,Rabi,2290,30.91,70787.25
Soybean,Tamil Nadu,Kharif,1819,23.05,41934.92
Maize,Karnataka,Kharif,927,33.69,31229.61
Cotton,Karnataka,Kharif,3723,23.1,86000.15
Wheat,Maharashtra,Rabi,760,22.95,17441.88
Cotton,Maharashtra,Kharif,2053,16.28,33413.35
Wheat,Tamil Nadu,Kharif,1102,32.43,35734.12
Cotton,Karnataka,Kharif,2117,23.41,49554.97
Maize,Maharashtra,Rabi,3396,21.56,73225.98
Rice,Karnataka,Kharif,2107,15.11,31843.27
Wheat,Karnataka,Kharif,2248,15.65,35186.82
Cotton,Maharashtra,Kharif,994,33.22,33024.05
Cotton,Gujarat,Rabi,3440,25.04,86154.45
Cotton,Punjab,Kharif,2462,23.11,56903.43
Cotton,Gujarat,Rabi,2363,19.88,46967.13
Soybean,Karnataka,Kharif,4573,24.7,112954.83
Wheat,Maharashtra,Kharif,2868,23.91,68576.17
Rice,Gujarat,Rabi,4144,21.11,87468.91
Wheat,Gujarat,Rabi,4530,33.36,151106.71
Cotton,Tamil Nadu,Kharif,3568,15.74,56154.79
Cotton,Gujarat,Kharif,2340,33.57,78564.8
Maize,Punjab,Rabi,677,15.91,10768.03
Wheat,Tamil Nadu,Kharif,3866,31.37,121275.35
Cotton,Maharashtra,Rabi,3299,27.68,91320.98
Wheat,Tamil Nadu,Rabi,834,31.25,26059.02
Wheat,Punjab,Rabi,4604,34.7,159777.36
Wheat,Maharashtra,Kharif,2526,27.18,68665.08
Cotton,Punjab,Kharif,2945,18.96,55842.37
Cotton,Maharashtra,Kharif,4850,30.61,148472.36
Maize,Tamil Nadu,Kharif,2907,19.99,58123.91
Maize,Karnataka,Kharif,580,31.01,17988.06
Rice,Tamil Nadu,Rabi,4927,18.16,89451.61
Cotton,Gujarat,Rabi,2494,15.24,38016.82
Soybean,Karnataka,Rabi,559,21.27,11888.32
Cotton,Tamil Nadu,Kharif,1924,33.57,64597.37
Soybean,Tamil Nadu,Kharif,1868,26.47,49452.97
Soybean,Maharashtra,Kharif,2825,20.8,58766.59
Wheat,Tamil Nadu,Kharif,2891,15.12,43700.08
Wheat,Karnataka,Rabi,3794,18.7,70938.75
Cotton,Tamil Nadu,Kharif,2888,27.12,78322.37
Cotton,Punjab,Rabi,3390,25.25,85592.57
Wheat,Gujarat,Rabi,3408,21.3,72580.63
Soybean,Tamil Nadu,Rabi,3780,31.33,118433.83
Maize,Tamil Nadu,Rabi,3670,19.64,72070.27
Maize,Gujarat,Rabi,2271,21.64,49140.73
Wheat,Tamil Nadu,Kharif,651,30.65,19953.73
Wheat,Gujarat,Kharif,2374,23.27,55253.65
Cotton,Punjab,Kharif,3539,30.53,108059.0
Soybean,Punjab,Rabi,4830,24.65,119039.21
Wheat,Gujarat,Kharif,4648,19.99,92922.97
Soybean,Gujarat,Rabi,4741,28.67,135913.36
Wheat,Maharashtra,Kharif,3781,20.88,78958.64
Cotton,Maharashtra,Rabi,4829,21.51,103847.67
Cotton,Gujarat,Rabi,3946,29.34,115791.25
Soybean,Gujarat,Kharif,4585,20.34,93274.37
Cotton,Gujarat,Rabi,1574,26.09,41068.23
Maize,Tamil Nadu,Rabi,1168,29.69,34683.08
Cotton,Tamil Nadu,Kharif,2743,32.73,89783.36
Soybean,Punjab,Rabi,4933,21.21,104632.81
Wheat,Karnataka,Kharif,1283,32.6,41820.27
Soybean,Karnataka,Kharif,2254,20.22,45582.53
Cotton,Gujarat,Kharif,604,33.23,20069.2
Cotton,Punjab,Rabi,1234,22.41,27653.47
Soybean,Maharashtra,Rabi,4271,20.27,86555.46
Soybean,Tamil Nadu,Rabi,3143,19.78,62161.27
Wheat,Karnataka,Rabi,3869,33.56,129840.09
Soybean,Karnataka,Kharif,4930,18.2,89742.23
Maize,Punjab,Rabi,2933,21.77,63861.06
Cotton,Gujarat,Rabi,1260,29.54,37223.0
Wheat,Karnataka,Rabi,3725,22.67,84434.76
Wheat,Karnataka,Rabi,4958,18.74,92924.64
Cotton,Maharashtra,Rabi,3900,26.88,104813.85
Rice,Maharashtra,Rabi,3352,22.56,75619.12
Soybean,Karnataka,Kharif,1352,22.02,29773.21
Soybean,Karnataka,Kharif,925,16.84,15577.05
Soybean,Tamil Nadu,Kharif,1578,23.3,36761.15
Maize,Gujarat,Kharif,1364,27.4,37373.61
Cotton,Punjab,Rabi,2178,29.87,65065.33
Wheat,Karnataka,Kharif,1614,19.48,31443.17
Rice,Karnataka,Kharif,4805,33.37,160361.53
Wheat,Tamil Nadu,Rabi,4748,24.7,117254.8
Cotton,Gujarat,Kharif,3244,31.24,101337.28
Cotton,Karnataka,Kharif,2003,15.65,31338.43
Rice,Maharashtra,Kharif,2406,24.07,57907.04
Maize,Gujarat,Kharif,4281,20.06,85865.41
Maize,Punjab,Kharif,4080,31.91,130212.96
Rice,Karnataka,Kharif,2464,31.48,77558.08
Wheat,Karnataka,Rabi,3054,26.99,82420.92
Wheat,Punjab,Rabi,1919,23.94,45943.16
Soybean,Gujarat,Rabi,4061,24.14,98024.31
Maize,Maharashtra,Kharif,2264,15.48,35051.45
Rice,Gujarat,Rabi,2989,32.3,96540.55
Wheat,Tamil Nadu,Rabi,4946,21.66,107110.34
Wheat,Punjab,Rabi,3223,23.19,74732.66
Wheat,Tamil Nadu,Kharif,3564,33.0,117602.51
Soybean,Tamil Nadu,Rabi,2515,26.05,65517.25
Rice,Maharashtra,Kharif,2525,20.19,50981.86
Maize,Tamil Nadu,Rabi,2143,26.51,56801.21
Soybean,Tamil Nadu,Rabi,2601,25.51,66351.86
Rice,Punjab,Kharif,2955,31.17,92112.61
Maize,Gujarat,Rabi,4373,26.31,115051.87
Cotton,Gujarat,Kharif,2848,29.76,84750.05
Soybean,Maharashtra,Kharif,2173,32.91,71521.29
Cotton,Tamil Nadu,Kharif,3628,17.61,63897.19
Rice,Gujarat,Kharif,4619,23.12,106781.71
Maize,Punjab,Rabi,4003,23.37,93534.74
Cotton,Tamil Nadu,Kharif,1867,18.11,33805.95
Rice,Maharashtra,Kharif,4979,25.72,128076.54
Cotton,Maharashtra,Kharif,4791,24.16,115751.13
Cotton,Punjab,Rabi,1042,32.48,33842.59
Cotton,Tamil Nadu,Kharif,4290,21.7,93081.48
Cotton,Gujarat,Kharif,4504,15.25,68664.67
Cotton,Tamil Nadu,Kharif,2485,23.63,58728.95
Soybean,Tamil Nadu,Rabi,2862,32.16,92028.54
Rice,Gujarat,Rabi,697,34.62,24127.42
Maize,Maharashtra,Rabi,2287,28.75,65740.68
Wheat,Punjab,Rabi,3745,19.82,74210.31
Maize,Gujarat,Kharif,822,29.8,24498.83
Maize,Maharashtra,Kharif,4111,33.73,138662.12
Rice,Gujarat,Rabi,1371,17.22,23605.24
Wheat,Maharashtra,Kharif,2899,27.22,78897.58
Cotton,Gujarat,Kharif,3454,17.47,60339.22
Maize,Gujarat,Rabi,2358,31.03,73173.77
Maize,Gujarat,Kharif,2240,18.92,42391.32
Soybean,Punjab,Rabi,3513,32.05,112604.14
Cotton,Gujarat,Kharif,550,21.37,11752.59
Wheat,Maharashtra,Kharif,1580,24.6,38860.63
Cotton,Karnataka,Kharif,4676,20.33,95080.07
Cotton,Punjab,Kharif,3732,20.38,76064.78
Soybean,Karnataka,Rabi,1648,34.89,57495.66
Rice,Punjab,Kharif,3419,16.94,57910.26
Rice,Punjab,Kharif,567,20.76,11773.47
Maize,Maharashtra,Rabi,4106,29.72,122022.99
Soybean,Maharashtra,Rabi,883,31.15,27503.07
Rice,Punjab,Rabi,2321,34.47,80015.52
Wheat,Tamil Nadu,Kharif,4048,33.9,137233.76
Cotton,Maharashtra,Rabi,3627,23.66,85812.73
Soybean,Karnataka,Kharif,979,19.36,18951.06
Rice,Karnataka,Rabi,1062,26.81,28468.44
Cotton,Tamil Nadu,Kharif,2257,33.74,76157.5
Wheat,Karnataka,Rabi,1266,21.4,27096.27
Cotton,Maharashtra,Kharif,4371,20.26,88576.88
Maize,Maharashtra,Rabi,1110,18.74,20802.92
Cotton,Karnataka,Rabi,1928,17.69,34101.87
Rice,Punjab,Kharif,794,23.67,18791.14
Cotton,Karnataka,Rabi,2609,24.8,64691.54
Cotton,Karnataka,Kharif,2507,17.33,43447.78
Soybean,Maharashtra,Kharif,1835,22.45,41196.16
Rice,Gujarat,Kharif,2755,29.05,80027.4
Cotton,Tamil Nadu,Rabi,1274,23.74,30244.35
Wheat,Punjab,Kharif,1171,25.54,29906.55
Cotton,Punjab,Rabi,1143,33.24,37994.18
Wheat,Karnataka,Rabi,3055,31.93,97559.19
Maize,Tamil Nadu,Kharif,2446,29.96,73272.76
Wheat,Tamil Nadu,Rabi,4082,20.54,83831.98
Wheat,Punjab,Kharif,1430,20.13,28782.01
Cotton,Punjab,Rabi,911,28.35,25828.91
Soybean,Karnataka,Kharif,2999,30.71,92093.93
Soybean,Punjab,Kharif,3811,33.09,126113.91
Wheat,Punjab,Rabi,4812,17.31,83305.54
Wheat,Maharashtra,Kharif,4873,19.03,92744.23
Maize,Punjab,Rabi,1018,26.41,26885.92
Maize,Punjab,Kharif,2998,23.26,69726.78
Maize,Punjab,Kharif,1731,26.8,46385.11
